value
1.98
1.97937
5.205431279000001
5.205431279000001
5.20480127
253.0
251.734538
1.26458
1.26458
130.0
129.349538
0.64958
0.64958
0.09353767
0.08853767
0.1097937
0.1093721
0.09853421
0.09811260999999999
0.13702309
0.13660149
0.0946497
0.0942281
0.10443502
0.10401342
0.10668883
0.10626722999999999
0.11238315
0.11196155
4.77099237
4.74668037
0.02343
0.02343
1.0
0.99452233
0.00458
0.00458
4.75812847
4.73387647
0.02337
0.1133765
0.989
0.984588
0.1119565
0.00453
40.353596
38.838508
1.319036
0.19469707
0.19469707
10.0
9.949538
0.04950319
0.04950319
5.1
5.074038
0.02508
26.563745089999998
26.40352509
0.15896
0.15896
5.0
4.974538
0.02458
0.02458
26.46503
26.322288
0.13185791
10.0
9.949538
0.04958
1.93008415
1.919888
0.01
0.00923
11.28505
11.218208
0.05596
9.88
9.820188
0.04893
0.03
9.0
8.954538
2.44
2.42732657
2.153
2.128838
2.500168
2.487038
0.04458
0.01175184
0.01027403
0.01208
10.91849
10.863438
224.0
222.879538
21.9298
21.819688
0.05413228
1.11958
0.10923
11.42999
11.372378
3.03227893
3.01324893
0.05673
0.01777
0.00958
11.28472
11.2278235
10.0
9.94945928
5.0
4.974538
0.05595339
0.04946319
0.02455133
0.00953754
0.5
0.41301
0.410478
0.00165
0.00958
0.49958
287.7484452
0.00958
287.74802520000003
0.02958
0.01258
10.1398
10.08855805
5.551238
5.55555
5.527308
5.64646
5.61771839
0.05028
0.02736
0.02779889
32.3495
32.1872874
0.16133
6.42
6.36748426
130.0
129.34945225
5.52425
5.4961399
0.03158
0.64958
5.37634
5.34895336
5.32256
5.29546306
0.02715408
0.02646
0.02619
3.338
3.30090253
0.01614775
0.01942458
0.01944555
5.55062661
0.1
0.09940303
2.6
2.51459039
0.01462622
0.04038758
0.03968221
0.24919006
0.10041
0.34899402
0.00772964
0.00712743
0.05
0.04923876
1.69117602
0.06399575
0.06258798
0.7375254
0.7333734
30.0
29.39947559
0.00233843
0.59953017
30.07114
29.4691402
1.47449
1.4444953
3.35
0.29072
0.2843617
2.99508
2.92480888
1.0
0.97950354
0.1535
0.14985924
0.00101851
0.60089263
0.02899966
1.0
1.65715414
0.0592457
0.97944927
0.00524059
0.01953702
0.0025814
400.0
297.54499999999996
297.544492618541
55.0
53.89943849
0.03334528
0.01948735
1.09952032
0.00942904
0.06859964
0.19003021
0.18368632
0.00143195
0.00334
0.0051
3.28742068
0.06660706
0.30112725
0.29905665
50.537759823102775
48.99867225
0.99895
8e-05
0.63
0.61624495
0.011579
14.82877
14.52168748
399.994
0.29574137
1.57217
1.49054466
0.53648927
0.02985
0.04921226
1.71644
1.68095495
0.033658
2.0
1.86153798
2.5809
2.52879488
0.03737
0.05099
1.87266
1.83468673
25.115
0.38
24.60237673
0.37187673
0.00718124
0.00661797
0.03682
0.50147
0.00697
0.00949178
2.0
1.95953798
1.581
2.0
1.54579798
1.95953798
0.00267178
1.912626
1.86215798
0.039559
0.031119
0.039559
0.03759
0.09946637
1.85943
1.82175488
0.12
0.11711488
0.036749
0.00198
2.139
2.07616363
0.01942637
0.041519
3.6416
3.56828488
0.07241
51.904431
50.86587798
2.23
1.037649
2.16533798
0.7680312
0.75218488
0.5304
0.51922335
0.04378
0.01494
0.01019
9.22
9.03511488
10.02
9.79951488
0.01946637
0.18398
0.19958
0.10175907556028717
0.09792957
0.0022466
7e-05
2.0
1.95953798
0.039475
0.01801626
0.01742114
2.01
1.95953798
0.03958
0.1
0.09745648
0.00154658
5.691203
5.57571488
0.02692929
0.02630727
0.11338
2.0
1.95950682
0.03957429
0.01481047
0.005
0.01920035
0.01148778
0.22430095
0.22308855
0.000679
0.00947208
0.01946637
0.08884501
0.08103946
0.00551023
0.00146735
3.462
3.4428891
0.01680251
10.0
9.9982
0.043
12.0
11.93953798
0.05921056
35.0
