address,Tx_Velocity
0xe7ef8592e64df04891e1e3bbf3013970b5a54f43,0.19616161616161615
0x7916ed1b5accf672e277fc06b1538a21a30bfbee,3.4412666666666665
0x170dedd533c37facd60ee18b51d7bcde274a0d1f,5.146566666666667
0x16ffc8a17b60398e4fcdc8c111e56373a60d8db1,58.401600156494524
0x6c134879dab2103aa5b55e90a16eaf96d0f31a2c,6.011578947368421
0xee2bdcf119da68ef6e17406f666add564945626f,8.55077380952381
0x4726a30d1997093b1eb68bd31fd84db900c4f24b,0.17978535353535355
0x0b3f864ee5af8d6ab9494a54b842c2dcebc89b29,3.0777623456790124
0xe3b5c0b542e0a001f3edc4424cdca18230877570,6.089154589371981
0x7ac8ef961c521d600eea47c9ea2eb4f4317cae20,0.2790972222222222
0x32066eba7182d83d457c95da47dd644d077f21f1,6.7325
0x7e577d4c1b8a5168cc5b2c0819b70639fd832005,0.2811458333333333
0xd1c5c61deffb117d7146ac94b7278099aae5c33a,0.16669934640522877
0x2f31cce0b67438e2287bf31cea1178ad73cb08b4,0.2511111111111111
0x70d0b7ad799ea9897cf5db198875e9ca8b0ef8bb,0.20953703703703705
0x90754f31dc051dd42a80e779ba3a2f6d75a09d44,1.8079545454545456
0x91f14d1e4daf4330c7fe0df7b7a0ca5c6f1f400b,0.16453125
0xc1a06f5d99d216636aec729dc9bf6463020d0bd9,7.022134502923977
0x9acc2b123c856b3e40862546dace51ee0a0e27f2,0.2515232974910394
0x3269363ccce02033a898994025593a2ecf59b987,62.557430555555555
0xa168f71aa8e9122aed605d9bc9989c036b769a8d,0.14934722222222221
0x966291afd7ae640a9d34456a13f7f1ffa3cc5df7,5.6723888888888885
0xc5500bf71ee0107b4112f5cee639e604c53f12a3,0.45024305555555555
0xebc244c422a9743c9d1ae1273855a40562197434,1.1756111111111112
0xb3698cd79f53dbd11fcbd45db14defbf77e1890f,0.20063492063492064
0x2337383066fd4a025b6b0315ec0a1e4d63e77160,0.17373015873015873
0x6caa511431313fb74437238ac4ca14660c07d1c9,0.7948245614035088
0xc76159196246bdfd55706d6708a08b60acaadc51,7.406018518518519
0x55a709bdf01c40dd5ede01d8af0034636e4e25c0,0.21008680555555556
0x3784b768ffc4b024634e5f46d0ef4936b67fd369,0.5913222222222223
0xc6b48b1f44511b80b5a13513b2861690a15cbbf0,0.27008333333333334
0x8243d7c802a17b882ba745f71920bf72cc21536d,0.5338888888888889
0x0c5578b3e1d39f1aee549dc7b59bd5c02628dddf,4.670300925925925
0x3c52513110dc2e2a33d93996aeca62ee7edfcdfc,1.3128055555555556
0xb4a4d761c35c1dad5feb0cffe3947c3ee1c66a3a,0.6172916666666667
0xc2a64c6165fa1b4adf921a30d3aa21f02328e022,2.7867361111111113
