address,In,Out,Balance
0x0000000000000000000000000000000000000000,2.606073728527741e+59,0.0,2.606073728527741e+59
0x0000000d2138b2ee1865cd3e4454c562b9ba7bff,16.13229603392196,16.075901865566017,0.056394168355943464
0x0000002bfa4dac0fdcf5cd9d47259241ce92459b,195.48858854392023,194.30542009339547,1.1831684505247608
0x000000809f5115368b36a7aaa4480caaf5bf809c,12.621657624468195,11.620334967165201,1.0013226573029943
0x000001f568875f378bf6d170b790967fe429c81a,275.6049218630298,238.56377045500003,37.041151408029776
0x00000217d2795f1da57e392d2a5bc87125baa38d,64.6200980492157,53.54,11.0800980492157
0x0000724c644bd009644850c4bfda1379ea9f9d87,191.69296176,191.627,0.06596175999999332
0x0000867737fd5f6aae31d8318b030c3c3ec58bb8,15.244747306466053,15.234046581466052,0.010700725000001299
0x00009277775ac7d0d59eaad8fee3d10ac6c805e8,577.4742971030427,539.0166257637821,38.457671339260514
0x0000d6ee620472854db0b8e8dcec93745fc8ddc3,14000.0,13999.99857642,0.001423580000846414
0x0000df8e9228ec5548f90363428fa59b7445afc1,9.993785672800728,0.0,9.993785672800728
0x000106e8214d1fb43830ade8250367b31aa68863,30.69820658335,5.940007699999999,24.75819888335
0x00011a6ec3cfc7f31910ee9751e2c9a43b69f3a6,899.2326253,898.5859052999999,0.646720000000073
0x000125bd5989ef3c4577aabf248e519871d4304a,100.85829441000001,13.2911,87.56719441000001
0x00012b901f9b8051b7c4f2bac2b154724cc9eae1,480.4707749628232,480.4567049628232,0.014070000000003802
0x000162ccc0831959f30f017c444bb35fffc90a5c,25.724575800000004,25.722621802107135,0.001953997892869097
0x0001a729314f62a7dcad489c2a06b09024b02c0e,49.023999999999994,49.01886175891367,0.005138241086321216
0x0001bf073369865efaee1211ef91612c491f6087,179.93065678000002,179.90621331,0.02444347000002267
0x0002053b6cea9fbf39dfa8013d7e4b2167d47237,1815.618602544,1802.9990090400001,12.619593503999795
0x000231694a4ebfedb8859ca36db01fb6eac9ffde,123.33885421999999,63.2804849639905,60.058369256009485
0x00025fd952b7b0ce058cf6a9e94254743dee85ec,30.0,28.997565288865545,1.0024347111344554
0x00026fd567639c5646be0c3cc56538ef8d7cabf3,32.0293,32.019388,0.009911999999999921
0x00027d0f1e7500de82ad5d4ce61f93ab56f23d9f,39.729127999999996,39.72050713000001,0.008620869999987235
0x0002a0f7c16a43d29ef1b61d4ccf325466dd041a,21.170196679999965,17.48,3.690196679999964
0x0002e20d8c6d319e7aa127f75dd73bfe1028a8e2,20.5,20.49309451,0.00690549000000118
0x0002ec04e1ac053797414d4c7ac1cb233aab6bfa,12.255322496695683,0.039,12.216322496695684
0x000362fadc5be58fef1be1ad2b6fd0de5591d4f5,8306.249118,7294.210000000001,1012.0391179999988
0x0003717bf8b1fc8cd97ecb6fffd59cb046b3c73e,36012.6583245195,36011.922668211904,0.7356563075954909
0x00037aca3f85c96f7b8137604bbcf057b77c94d9,14.100760750000001,4.01,10.090760750000001
0x00038f1dcbb58c90f2aae66f25ad0c5cd0e53249,1000.9999999999999,1000.997795,0.0022049999998898784
0x0003a3211fdb9a5557e258594b9176bfe69ff065,35.484349,0.0,35.484349
0x0003afa6dd16a9c9cdec9615c8f689bd11783e7d,40.61324110369061,13.04928,27.563961103690612
0x0003c203645dc8acdcfedf1753930ed1be4e6f7e,79.02532299999999,79.001897446701,0.023425553298991986
0x0003c899869ebd3503dedba9819f08758a6d14e6,5000.000000000001,4999.99832,0.001680000001215376
0x000450d853cb49099f10e02d0b92a4325461cba1,21.000578039999997,17.034,3.966578039999998
0x0004c0367c48901ad0b280d48d2ac31b5c8c64bf,25.277072712280727,25.264393832257873,0.012678880022853889
0x0004c6e783305a8381890f4112d07755cfcdae75,122.84966168,122.59277,0.2568916799999954
0x00052e451a27afb5d0268ad588d2fea60150a8d8,44.31088463021173,25.98,18.33088463021173
0x000551e53ba2a6bdb613ba19d581e711c2445666,104.03927885514584,103.6951660125891,0.3441128425567399
0x00057846c61b330ee36339db2330425f7d305df7,100.57,100.560234075,0.0097659249999964
0x00058376afe98b6a1e9bea9f93bb4cec5d9a1648,34.12955893607836,32.09798492051791,2.0315740155604516
0x0005b077a7f404f8c274181a94a4d814efc1e982,6.3627480545693835,6.354622111569311,0.008125943000072411
0x0005c26c34507a797d5a5e7871517b47ffb3fc3e,18.85634983268804,18.803381020961567,0.05296881172647261
0x00062766660409d9294d796ece46a7a31e2fab10,575.4828160000001,575.3758682055823,0.10694779441780611
0x00062d1dd1afb6fb02540ddad9cdebfe568e0d89,111.3175211959304,96.005341399,15.312179796930394
0x0006b9bbf0a69e6b6783974a60bf0ef6dca27760,51.59069446,0.4,51.19069446
